from,to,biomass,coal,imports,gas,nuclear,other,hydro,solar,wind
2025-03-31 23:30:00+00:00,2025-04-01T00:00Z,7.4,0,20.2,32.7,16.6,0,0.1,0.0,23.0
2025-04-01 00:00:00+00:00,2025-04-01T00:30Z,7.4,0,20.0,31.3,16.4,0,0.1,0.0,24.9
2025-04-01 00:30:00+00:00,2025-04-01T01:00Z,7.4,0,20.0,30.3,16.6,0,0.1,0.0,25.7
2025-04-01 01:00:00+00:00,2025-04-01T01:30Z,7.5,0,20.1,30.0,16.6,0,0.1,0.0,25.8
2025-04-01 01:30:00+00:00,2025-04-01T02:00Z,7.5,0,19.4,30.3,16.9,0,0.1,0.0,25.9
2025-04-01 02:00:00+00:00,2025-04-01T02:30Z,7.4,0,19.4,30.0,16.9,0,0.1,0.0,26.2
2025-04-01 02:30:00+00:00,2025-04-01T03:00Z,7.6,0,17.5,30.4,17.2,0,0.1,0.0,27.3
2025-04-01 03:00:00+00:00,2025-04-01T03:30Z,7.6,0,16.9,30.6,17.0,0,0.1,0.0,27.9
2025-04-01 03:30:00+00:00,2025-04-01T04:00Z,7.1,0,12.5,37.5,16.0,0,0.1,0.0,26.9
2025-04-01 04:00:00+00:00,2025-04-01T04:30Z,6.7,0,11.7,40.7,15.1,0,0.0,0.0,25.8
2025-04-01 04:30:00+00:00,2025-04-01T05:00Z,6.3,0,10.2,43.8,14.2,0,0.0,0.0,25.4
2025-04-01 05:00:00+00:00,2025-04-01T05:30Z,6.1,0,9.8,45.4,13.7,0,0.0,0.0,25.0
2025-04-01 05:30:00+00:00,2025-04-01T06:00Z,6.2,0,8.2,46.0,14.0,0,0.0,0.0,25.5
2025-04-01 06:00:00+00:00,2025-04-01T06:30Z,6.0,0,8.1,45.5,13.5,0,0.0,1.3,25.6
2025-04-01 06:30:00+00:00,2025-04-01T07:00Z,5.4,0,15.1,40.5,12.2,0,0.0,3.7,23.0
2025-04-01 07:00:00+00:00,2025-04-01T07:30Z,5.3,0,15.6,38.3,12.0,0,0.0,7.0,21.8
2025-04-01 07:30:00+00:00,2025-04-01T08:00Z,5.4,0,15.8,34.2,12.1,0,0.0,10.9,21.5
2025-04-01 08:00:00+00:00,2025-04-01T08:30Z,5.1,0,15.7,29.0,12.1,0,0.0,15.4,22.6
2025-04-01 08:30:00+00:00,2025-04-01T09:00Z,5.1,0,15.9,21.5,12.2,0,0.0,20.6,24.5
2025-04-01 09:00:00+00:00,2025-04-01T09:30Z,4.8,0,16.1,15.3,12.3,0,0.0,25.6,25.9
2025-04-01 09:30:00+00:00,2025-04-01T10:00Z,4.3,0,16.1,9.7,12.4,0,0.0,29.8,27.6
2025-04-01 10:00:00+00:00,2025-04-01T10:30Z,3.9,0,15.8,5.7,12.2,0,0.0,32.6,29.7
2025-04-01 10:30:00+00:00,2025-04-01T11:00Z,3.1,0,15.0,5.2,11.7,0,0.0,34.0,31.0
2025-04-01 11:00:00+00:00,2025-04-01T11:30Z,3.0,0,14.7,5.1,11.6,0,0.0,35.3,30.3
2025-04-01 11:30:00+00:00,2025-04-01T12:00Z,3.0,0,12.5,5.2,11.5,0,0.0,36.2,31.6
2025-04-01 12:00:00+00:00,2025-04-01T12:30Z,3.0,0,12.3,5.1,11.5,0,0.0,36.4,31.7
2025-04-01 12:30:00+00:00,2025-04-01T13:00Z,3.1,0,11.7,5.2,11.7,0,0.0,36.9,31.4
2025-04-01 13:00:00+00:00,2025-04-01T13:30Z,3.1,0,12.0,5.3,11.9,0,0.0,36.1,31.6
2025-04-01 13:30:00+00:00,2025-04-01T14:00Z,3.1,0,14.4,5.3,11.7,0,0.0,33.4,32.1
2025-04-01 14:00:00+00:00,2025-04-01T14:30Z,3.2,0,14.6,4.9,11.8,0,0.0,31.0,34.4
2025-04-01 14:30:00+00:00,2025-04-01T15:00Z,3.1,0,14.3,6.2,11.7,0,0.0,27.6,37.2
2025-04-01 15:00:00+00:00,2025-04-01T15:30Z,3.3,0,14.2,8.3,11.5,0,0.0,23.6,39.1
2025-04-01 15:30:00+00:00,2025-04-01T16:00Z,3.5,0,14.7,11.4,11.3,0,0.0,19.5,39.5
2025-04-01 16:00:00+00:00,2025-04-01T16:30Z,4.6,0,14.8,13.9,11.3,0,0.0,15.5,39.9
2025-04-01 16:30:00+00:00,2025-04-01T17:00Z,4.9,0,14.4,16.1,11.6,0,0.0,11.7,41.3
2025-04-01 17:00:00+00:00,2025-04-01T17:30Z,5.1,0,14.3,17.6,11.7,0,0.0,7.7,43.5
2025-04-01 17:30:00+00:00,2025-04-01T18:00Z,5.5,0,13.4,17.9,12.3,0,0.0,4.0,47.0
2025-04-01 18:00:00+00:00,2025-04-01T18:30Z,5.5,0,13.8,18.2,12.3,0,0.0,0.9,49.3
2025-04-01 18:30:00+00:00,2025-04-01T19:00Z,5.2,0,15.4,17.8,11.9,0,0.0,0.0,49.7
2025-04-01 19:00:00+00:00,2025-04-01T19:30Z,5.3,0,14.6,16.2,12.0,0,0.0,0.0,51.9
2025-04-01 19:30:00+00:00,2025-04-01T20:00Z,5.3,0,14.8,14.8,12.2,0,0.0,0.0,52.8
2025-04-01 20:00:00+00:00,2025-04-01T20:30Z,4.3,0,14.6,13.8,12.6,0,0.0,0.0,54.6
2025-04-01 20:30:00+00:00,2025-04-01T21:00Z,3.7,0,12.0,12.8,13.3,0,0.0,0.0,58.2
2025-04-01 21:00:00+00:00,2025-04-01T21:30Z,3.5,0,12.7,10.9,13.5,0,0.0,0.0,59.4
2025-04-01 21:30:00+00:00,2025-04-01T22:00Z,3.5,0,13.1,9.6,13.6,0,0.0,0.0,60.1
2025-04-01 22:00:00+00:00,2025-04-01T22:30Z,3.6,0,13.1,9.2,13.9,0,0.0,0.0,60.2
2025-04-01 22:30:00+00:00,2025-04-01T23:00Z,3.7,0,10.1,9.8,14.4,0,0.1,0.0,61.9
2025-04-01 23:00:00+00:00,2025-04-01T23:30Z,3.7,0,10.1,9.7,14.4,0,0.1,0.0,62.0
2025-04-01 23:30:00+00:00,2025-04-02T00:00Z,3.8,0,9.9,9.8,14.4,0,0.0,0.0,62.1
2025-04-02 00:00:00+00:00,2025-04-02T00:30Z,3.8,0,9.9,9.9,14.5,0,0.0,0.0,61.8
2025-04-02 00:30:00+00:00,2025-04-02T01:00Z,3.8,0,10.8,9.9,14.7,0,0.0,0.0,60.7
2025-04-02 01:00:00+00:00,2025-04-02T01:30Z,3.9,0,11.2,10.2,15.2,0,0.0,0.0,59.4
2025-04-02 01:30:00+00:00,2025-04-02T02:00Z,4.3,0,11.2,10.6,15.9,0,0.0,0.0,58.0
2025-04-02 02:00:00+00:00,2025-04-02T02:30Z,4.9,0,11.6,10.7,16.1,0,0.0,0.0,56.6
2025-04-02 02:30:00+00:00,2025-04-02T03:00Z,4.6,0,13.0,10.6,16.2,0,0.0,0.0,55.6
2025-04-02 03:00:00+00:00,2025-04-02T03:30Z,5.6,0,13.1,11.7,16.3,0,0.0,0.0,53.2
2025-04-02 03:30:00+00:00,2025-04-02T04:00Z,6.0,0,13.5,13.2,16.4,0,0.0,0.0,50.9
2025-04-02 04:00:00+00:00,2025-04-02T04:30Z,6.7,0,13.1,16.4,16.0,0,0.0,0.1,47.7
2025-04-02 04:30:00+00:00,2025-04-02T05:00Z,6.4,0,13.0,20.3,15.3,0,0.0,0.0,45.0
2025-04-02 05:00:00+00:00,2025-04-02T05:30Z,6.3,0,13.0,23.6,14.9,0,0.0,0.1,42.2
2025-04-02 05:30:00+00:00,2025-04-02T06:00Z,6.4,0,17.3,22.5,14.2,0,0.0,0.1,39.5
2025-04-02 06:00:00+00:00,2025-04-02T06:30Z,6.4,0,17.0,21.6,14.2,0,0.0,1.7,39.2
2025-04-02 06:30:00+00:00,2025-04-02T07:00Z,6.7,0,16.9,20.9,13.7,0,0.0,5.0,36.8
2025-04-02 07:00:00+00:00,2025-04-02T07:30Z,7.1,0,16.5,18.4,13.4,0,0.0,8.9,35.7
2025-04-02 07:30:00+00:00,2025-04-02T08:00Z,7.4,0,16.2,15.5,13.1,0,0.0,12.7,35.0
2025-04-02 08:00:00+00:00,2025-04-02T08:30Z,7.3,0,15.9,11.4,12.8,0,0.0,17.3,35.2
2025-04-02 08:30:00+00:00,2025-04-02T09:00Z,6.9,0,15.6,8.6,12.6,0,0.0,21.3,35.0
2025-04-02 09:00:00+00:00,2025-04-02T09:30Z,6.2,0,15.1,6.5,12.6,0,0.0,25.3,34.4
2025-04-02 09:30:00+00:00,2025-04-02T10:00Z,4.7,0,12.0,7.3,12.3,0,0.0,28.3,35.4
2025-04-02 10:00:00+00:00,2025-04-02T10:30Z,3.3,0,11.6,6.6,12.0,0,0.0,30.4,36.0
2025-04-02 10:30:00+00:00,2025-04-02T11:00Z,2.5,0,12.7,5.4,11.4,0,0.0,31.3,36.7
2025-04-02 11:00:00+00:00,2025-04-02T11:30Z,2.0,0,12.5,5.2,11.1,0,0.0,32.0,37.1
2025-04-02 11:30:00+00:00,2025-04-02T12:00Z,2.0,0,10.4,4.8,11.2,0,0.0,33.2,38.4
2025-04-02 12:00:00+00:00,2025-04-02T12:30Z,2.0,0,10.1,4.7,11.3,0,0.0,33.5,38.3
2025-04-02 12:30:00+00:00,2025-04-02T13:00Z,2.1,0,8.0,4.8,11.5,0,0.0,33.7,39.9
2025-04-02 13:00:00+00:00,2025-04-02T13:30Z,2.1,0,8.1,4.8,11.7,0,0.0,32.9,40.5
2025-04-02 13:30:00+00:00,2025-04-02T14:00Z,2.1,0,8.7,4.7,11.5,0,0.0,30.7,42.2
2025-04-02 14:00:00+00:00,2025-04-02T14:30Z,2.1,0,8.0,5.0,11.8,0,0.0,28.8,44.2
2025-04-02 14:30:00+00:00,2025-04-02T15:00Z,2.1,0,13.1,4.7,11.6,0,0.0,25.4,43.1
2025-04-02 15:00:00+00:00,2025-04-02T15:30Z,2.5,0,12.1,5.8,11.8,0,0.0,22.2,45.4
2025-04-02 15:30:00+00:00,2025-04-02T16:00Z,3.2,0,14.3,7.9,11.7,0,0.0,18.4,44.4
2025-04-02 16:00:00+00:00,2025-04-02T16:30Z,4.5,0,14.3,10.4,11.7,0,0.0,14.7,44.4
2025-04-02 16:30:00+00:00,2025-04-02T17:00Z,6.3,0,13.8,11.6,12.0,0,0.0,10.8,45.5
2025-04-02 17:00:00+00:00,2025-04-02T17:30Z,7.0,0,13.5,13.1,12.5,0,0.0,7.5,46.4
2025-04-02 17:30:00+00:00,2025-04-02T18:00Z,7.3,0,15.5,13.8,12.7,0,0.0,3.8,46.8
2025-04-02 18:00:00+00:00,2025-04-02T18:30Z,7.4,0,15.8,14.4,12.9,0,0.0,1.0,48.5
2025-04-02 18:30:00+00:00,2025-04-02T19:00Z,7.1,0,15.6,15.1,12.9,0,0.0,0.0,49.3
2025-04-02 19:00:00+00:00,2025-04-02T19:30Z,7.5,0,15.7,14.2,13.0,0,0.0,0.0,49.6
2025-04-02 19:30:00+00:00,2025-04-02T20:00Z,7.7,0,15.0,14.0,13.4,0,0.0,0.0,49.9
2025-04-02 20:00:00+00:00,2025-04-02T20:30Z,7.9,0,13.7,13.2,14.0,0,0.0,0.0,51.2
2025-04-02 20:30:00+00:00,2025-04-02T21:00Z,7.6,0,14.3,12.4,14.2,0,0.0,0.0,51.6
2025-04-02 21:00:00+00:00,2025-04-02T21:30Z,6.3,0,16.2,10.2,14.7,0,0.0,0.0,52.5
2025-04-02 21:30:00+00:00,2025-04-02T22:00Z,5.1,0,14.4,10.1,15.5,0,0.0,0.0,55.0
2025-04-02 22:00:00+00:00,2025-04-02T22:30Z,4.2,0,14.7,10.1,15.9,0,0.0,0.0,55.2
2025-04-02 22:30:00+00:00,2025-04-02T23:00Z,4.3,0,14.3,10.1,16.2,0,0.0,0.0,55.0
2025-04-02 23:00:00+00:00,2025-04-02T23:30Z,4.3,0,14.4,10.2,16.4,0,0.0,0.0,54.7
2025-04-02 23:30:00+00:00,2025-04-03T00:00Z,4.1,0,18.4,9.6,15.8,0,0.0,0.0,52.0
2025-04-03 00:00:00+00:00,2025-04-03T00:30Z,4.2,0,18.6,9.8,15.9,0,0.0,0.0,51.5
2025-04-03 00:30:00+00:00,2025-04-03T01:00Z,4.3,0,17.5,10.1,16.1,0,0.0,0.0,51.9
2025-04-03 01:00:00+00:00,2025-04-03T01:30Z,4.3,0,17.7,10.1,16.3,0,0.0,0.0,51.5
2025-04-03 01:30:00+00:00,2025-04-03T02:00Z,4.3,0,17.1,10.6,16.5,0,0.0,0.0,51.5
2025-04-03 02:00:00+00:00,2025-04-03T02:30Z,4.3,0,17.1,10.5,16.6,0,0.0,0.1,51.4
2025-04-03 02:30:00+00:00,2025-04-03T03:00Z,4.3,0,16.1,11.1,16.7,0,0.0,0.0,51.7
2025-04-03 03:00:00+00:00,2025-04-03T03:30Z,4.3,0,15.9,11.6,16.7,0,0.0,0.0,51.3
2025-04-03 03:30:00+00:00,2025-04-03T04:00Z,4.3,0,14.2,14.9,16.5,0,0.0,0.0,50.1
2025-04-03 04:00:00+00:00,2025-04-03T04:30Z,4.2,0,13.7,17.5,16.0,0,0.0,0.1,48.5
2025-04-03 04:30:00+00:00,2025-04-03T05:00Z,4.1,0,11.7,20.4,15.9,0,0.0,0.0,47.9
2025-04-03 05:00:00+00:00,2025-04-03T05:30Z,4.0,0,11.3,22.1,15.5,0,0.0,0.1,46.9
2025-04-03 05:30:00+00:00,2025-04-03T06:00Z,3.9,0,14.3,22.0,15.1,0,0.0,0.1,44.6
2025-04-03 06:00:00+00:00,2025-04-03T06:30Z,3.8,0,14.5,23.2,14.7,0,0.0,1.9,41.9
2025-04-03 06:30:00+00:00,2025-04-03T07:00Z,3.6,0,17.2,22.0,14.0,0,0.0,4.7,38.6
2025-04-03 07:00:00+00:00,2025-04-03T07:30Z,3.6,0,17.0,20.4,13.7,0,0.0,8.2,37.0
2025-04-03 07:30:00+00:00,2025-04-03T08:00Z,3.5,0,16.7,19.6,13.5,0,0.0,11.8,34.8
2025-04-03 08:00:00+00:00,2025-04-03T08:30Z,3.5,0,16.7,16.1,13.5,0,0.0,16.1,34.1
2025-04-03 08:30:00+00:00,2025-04-03T09:00Z,3.4,0,16.4,12.7,13.4,0,0.0,19.9,34.1
2025-04-03 09:00:00+00:00,2025-04-03T09:30Z,3.4,0,15.9,8.6,13.3,0,0.0,24.0,34.8
2025-04-03 09:30:00+00:00,2025-04-03T10:00Z,3.4,0,12.1,9.0,13.3,0,0.0,27.4,34.9
2025-04-03 10:00:00+00:00,2025-04-03T10:30Z,3.3,0,11.4,8.9,12.8,0,0.0,29.4,34.2
2025-04-03 10:30:00+00:00,2025-04-03T11:00Z,3.2,0,11.0,7.5,12.5,0,0.0,30.8,35.0
2025-04-03 11:00:00+00:00,2025-04-03T11:30Z,3.2,0,10.8,5.7,12.5,0,0.0,32.0,35.7
2025-04-03 11:30:00+00:00,2025-04-03T12:00Z,3.2,0,9.1,6.2,12.4,0,0.0,32.6,36.5
2025-04-03 12:00:00+00:00,2025-04-03T12:30Z,3.1,0,8.9,6.0,12.3,0,0.0,32.5,37.3
2025-04-03 12:30:00+00:00,2025-04-03T13:00Z,3.1,0,7.9,7.1,12.2,0,0.0,31.0,38.6
2025-04-03 13:00:00+00:00,2025-04-03T13:30Z,3.1,0,7.9,7.7,12.3,0,0.0,29.1,39.9
2025-04-03 13:30:00+00:00,2025-04-03T14:00Z,3.1,0,8.0,8.1,12.4,0,0.0,26.8,41.6
2025-04-03 14:00:00+00:00,2025-04-03T14:30Z,3.2,0,8.5,9.0,12.8,0,0.0,24.4,42.1
2025-04-03 14:30:00+00:00,2025-04-03T15:00Z,3.5,0,10.8,9.8,13.0,0,0.0,20.7,42.3
2025-04-03 15:00:00+00:00,2025-04-03T15:30Z,4.3,0,10.8,12.3,13.0,0,0.0,16.5,43.0
2025-04-03 15:30:00+00:00,2025-04-03T16:00Z,5.6,0,9.1,18.1,12.7,0,0.0,12.2,42.1
2025-04-03 16:00:00+00:00,2025-04-03T16:30Z,6.6,0,8.9,22.1,12.5,0,0.0,8.9,40.9
2025-04-03 16:30:00+00:00,2025-04-03T17:00Z,7.0,0,7.9,23.8,12.5,0,0.0,6.2,42.4
2025-04-03 17:00:00+00:00,2025-04-03T17:30Z,7.1,0,7.9,25.5,12.7,0,0.0,4.1,42.7
2025-04-03 17:30:00+00:00,2025-04-03T18:00Z,7.0,0,9.0,26.5,12.6,0,0.0,2.2,42.7
2025-04-03 18:00:00+00:00,2025-04-03T18:30Z,7.0,0,9.0,26.7,12.6,0,0.0,0.6,44.1
2025-04-03 18:30:00+00:00,2025-04-03T19:00Z,7.1,0,9.3,26.4,12.6,0,0.0,0.0,44.5
2025-04-03 19:00:00+00:00,2025-04-03T19:30Z,7.4,0,9.4,26.3,12.8,0,0.0,0.0,44.0
2025-04-03 19:30:00+00:00,2025-04-03T20:00Z,7.8,0,9.6,25.1,13.2,0,0.0,0.0,44.1
2025-04-03 20:00:00+00:00,2025-04-03T20:30Z,8.3,0,10.1,21.9,13.8,0,0.0,0.0,45.8
2025-04-03 20:30:00+00:00,2025-04-03T21:00Z,9.2,0,12.3,16.3,14.7,0,0.0,0.0,47.4
2025-04-03 21:00:00+00:00,2025-04-03T21:30Z,9.3,0,13.1,13.4,15.5,0,0.1,0.0,48.6
2025-04-03 21:30:00+00:00,2025-04-03T22:00Z,9.6,0,14.4,10.3,16.1,0,0.0,0.0,49.6
2025-04-03 22:00:00+00:00,2025-04-03T22:30Z,8.9,0,15.0,9.5,16.9,0,0.0,0.0,49.7
2025-04-03 22:30:00+00:00,2025-04-03T23:00Z,10.0,0,14.2,9.9,17.5,0,0.0,0.0,48.4
2025-04-03 23:00:00+00:00,2025-04-03T23:30Z,11.3,0,14.8,10.0,17.9,0,0.0,0.0,46.0
2025-04-03 23:30:00+00:00,2025-04-04T00:00Z,12.5,0,16.5,9.8,17.9,0,0.1,0.0,43.2
2025-04-04 00:00:00+00:00,2025-04-04T00:30Z,12.8,0,16.8,10.5,18.4,0,0.1,0.0,41.4
2025-04-04 00:30:00+00:00,2025-04-04T01:00Z,12.8,0,18.5,9.8,18.4,0,0.1,0.0,40.4
2025-04-04 01:00:00+00:00,2025-04-04T01:30Z,12.8,0,18.7,9.6,18.4,0,0.1,0.0,40.3
2025-04-04 01:30:00+00:00,2025-04-04T02:00Z,13.0,0,17.2,10.8,18.7,0,0.1,0.0,40.2
2025-04-04 02:00:00+00:00,2025-04-04T02:30Z,12.0,0,17.4,13.3,18.5,0,0.1,0.0,38.6
2025-04-04 02:30:00+00:00,2025-04-04T03:00Z,13.0,0,15.5,14.9,18.5,0,0.1,0.0,38.0
2025-04-04 03:00:00+00:00,2025-04-04T03:30Z,12.9,0,14.7,17.7,18.0,0,0.1,0.1,36.5
2025-04-04 03:30:00+00:00,2025-04-04T04:00Z,11.9,0,12.6,23.8,17.0,0,0.0,0.0,34.6
2025-04-04 04:00:00+00:00,2025-04-04T04:30Z,9.8,0,12.2,26.3,16.4,0,0.0,0.1,35.1
2025-04-04 04:30:00+00:00,2025-04-04T05:00Z,9.4,0,12.0,27.2,15.7,0,0.0,0.0,35.7
2025-04-04 05:00:00+00:00,2025-04-04T05:30Z,9.5,0,11.0,28.0,15.2,0,0.0,0.1,36.0
2025-04-04 05:30:00+00:00,2025-04-04T06:00Z,10.1,0,13.1,25.8,14.7,0,0.0,0.1,36.0
2025-04-04 06:00:00+00:00,2025-04-04T06:30Z,10.0,0,13.2,25.6,14.3,0,0.0,1.5,35.3
2025-04-04 06:30:00+00:00,2025-04-04T07:00Z,9.8,0,15.7,22.8,14.0,0,0.0,3.4,34.2
2025-04-04 07:00:00+00:00,2025-04-04T07:30Z,9.5,0,15.3,21.9,13.6,0,0.0,5.7,33.9
2025-04-04 07:30:00+00:00,2025-04-04T08:00Z,9.6,0,14.9,20.0,13.6,0,0.0,8.6,33.2
2025-04-04 08:00:00+00:00,2025-04-04T08:30Z,9.3,0,14.8,17.6,13.5,0,0.0,12.0,32.7
2025-04-04 08:30:00+00:00,2025-04-04T09:00Z,8.3,0,14.8,15.7,13.4,0,0.0,15.1,32.8
2025-04-04 09:00:00+00:00,2025-04-04T09:30Z,6.5,0,14.9,12.1,13.5,0,0.0,18.6,34.3
2025-04-04 09:30:00+00:00,2025-04-04T10:00Z,5.4,0,15.3,9.2,13.4,0,0.0,21.4,35.3
2025-04-04 10:00:00+00:00,2025-04-04T10:30Z,5.2,0,14.7,7.3,13.0,0,0.0,23.9,35.7
2025-04-04 10:30:00+00:00,2025-04-04T11:00Z,5.1,0,12.5,6.1,12.9,0,0.0,26.5,36.8
2025-04-04 11:00:00+00:00,2025-04-04T11:30Z,4.1,0,12.2,5.1,12.8,0,0.0,28.7,37.0
2025-04-04 11:30:00+00:00,2025-04-04T12:00Z,3.0,0,11.0,4.8,12.9,0,0.0,29.9,38.3
2025-04-04 12:00:00+00:00,2025-04-04T12:30Z,2.8,0,10.7,4.8,12.8,0,0.0,30.2,38.7
2025-04-04 12:30:00+00:00,2025-04-04T13:00Z,2.8,0,9.7,4.9,12.8,0,0.0,30.5,39.3
2025-04-04 13:00:00+00:00,2025-04-04T13:30Z,2.8,0,9.6,4.8,12.8,0,0.0,29.6,40.4
2025-04-04 13:30:00+00:00,2025-04-04T14:00Z,2.8,0,7.5,5.8,12.8,0,0.0,28.0,43.1
2025-04-04 14:00:00+00:00,2025-04-04T14:30Z,2.8,0,7.6,6.9,12.8,0,0.0,26.0,43.9
2025-04-04 14:30:00+00:00,2025-04-04T15:00Z,2.7,0,8.3,7.8,12.8,0,0.0,23.2,45.2
2025-04-04 15:00:00+00:00,2025-04-04T15:30Z,3.8,0,8.4,8.4,12.8,0,0.0,20.0,46.5
2025-04-04 15:30:00+00:00,2025-04-04T16:00Z,5.3,0,8.4,9.6,12.8,0,0.0,16.5,47.3
2025-04-04 16:00:00+00:00,2025-04-04T16:30Z,5.8,0,8.5,12.1,12.8,0,0.0,12.7,48.1
2025-04-04 16:30:00+00:00,2025-04-04T17:00Z,6.3,0,9.3,13.8,12.7,0,0.0,9.3,48.5
2025-04-04 17:00:00+00:00,2025-04-04T17:30Z,7.2,0,9.4,15.2,12.8,0,0.0,6.1,49.3
2025-04-04 17:30:00+00:00,2025-04-04T18:00Z,7.8,0,9.7,15.8,13.0,0,0.0,3.2,50.5
2025-04-04 18:00:00+00:00,2025-04-04T18:30Z,7.8,0,9.8,17.3,13.1,0,0.0,0.9,51.1
2025-04-04 18:30:00+00:00,2025-04-04T19:00Z,7.8,0,13.0,14.6,13.1,0,0.0,0.0,51.4
2025-04-04 19:00:00+00:00,2025-04-04T19:30Z,8.0,0,11.1,14.1,13.5,0,0.0,0.0,53.2
2025-04-04 19:30:00+00:00,2025-04-04T20:00Z,8.1,0,13.2,11.5,13.7,0,0.0,0.0,53.5
2025-04-04 20:00:00+00:00,2025-04-04T20:30Z,7.3,0,13.6,10.6,14.3,0,0.0,0.0,54.0
2025-04-04 20:30:00+00:00,2025-04-04T21:00Z,5.7,0,12.5,10.5,15.4,0,0.0,0.0,55.9
2025-04-04 21:00:00+00:00,2025-04-04T21:30Z,4.7,0,13.0,10.0,16.2,0,0.0,0.0,56.1
2025-04-04 21:30:00+00:00,2025-04-04T22:00Z,4.9,0,11.6,10.2,16.9,0,0.0,0.0,56.3
2025-04-04 22:00:00+00:00,2025-04-04T22:30Z,5.0,0,11.8,10.5,17.3,0,0.1,0.0,55.2
2025-04-04 22:30:00+00:00,2025-04-04T23:00Z,5.1,0,12.0,10.7,17.6,0,0.1,0.0,54.6
2025-04-04 23:00:00+00:00,2025-04-04T23:30Z,5.2,0,12.3,11.3,17.8,0,0.1,0.0,53.4
2025-04-04 23:30:00+00:00,2025-04-05T00:00Z,5.2,0,12.7,11.2,17.9,0,0.1,0.0,53.0
2025-04-05 00:00:00+00:00,2025-04-05T00:30Z,5.3,0,12.6,12.2,18.2,0,0.1,0.0,51.6
2025-04-05 00:30:00+00:00,2025-04-05T01:00Z,5.2,0,12.5,12.0,18.1,0,0.1,0.0,52.1
2025-04-05 01:00:00+00:00,2025-04-05T01:30Z,5.2,0,12.5,11.5,18.0,0,0.1,0.1,52.6
2025-04-05 01:30:00+00:00,2025-04-05T02:00Z,5.2,0,12.6,11.4,18.0,0,0.1,0.0,52.8
2025-04-05 02:00:00+00:00,2025-04-05T02:30Z,4.6,0,13.1,11.5,18.1,0,0.1,0.0,52.6
2025-04-05 02:30:00+00:00,2025-04-05T03:00Z,4.3,0,13.1,11.8,18.6,0,0.1,0.0,52.2
2025-04-05 03:00:00+00:00,2025-04-05T03:30Z,4.3,0,13.5,11.7,18.6,0,0.1,0.0,51.8
2025-04-05 03:30:00+00:00,2025-04-05T04:00Z,4.2,0,13.4,11.7,18.3,0,0.1,0.0,52.3
2025-04-05 04:00:00+00:00,2025-04-05T04:30Z,4.3,0,13.3,11.7,18.3,0,0.1,0.1,52.2
2025-04-05 04:30:00+00:00,2025-04-05T05:00Z,4.8,0,13.1,11.8,18.0,0,0.1,0.0,52.2
2025-04-05 05:00:00+00:00,2025-04-05T05:30Z,4.9,0,13.3,11.4,18.2,0,0.0,0.1,52.0
2025-04-05 05:30:00+00:00,2025-04-05T06:00Z,4.3,0,18.4,10.8,17.8,0,0.0,0.1,48.5
2025-04-05 06:00:00+00:00,2025-04-05T06:30Z,4.5,0,18.6,10.6,17.5,0,0.0,1.9,46.8
2025-04-05 06:30:00+00:00,2025-04-05T07:00Z,4.7,0,19.0,9.2,17.1,0,0.0,4.9,44.9
2025-04-05 07:00:00+00:00,2025-04-05T07:30Z,3.9,0,18.0,8.3,16.6,0,0.0,8.8,44.4
2025-04-05 07:30:00+00:00,2025-04-05T08:00Z,3.4,0,18.0,7.7,16.0,0,0.0,13.0,41.8
2025-04-05 08:00:00+00:00,2025-04-05T08:30Z,3.2,0,17.2,6.9,15.7,0,0.0,18.2,38.8
2025-04-05 08:30:00+00:00,2025-04-05T09:00Z,3.1,0,14.4,5.8,15.6,0,0.0,23.3,37.8
2025-04-05 09:00:00+00:00,2025-04-05T09:30Z,2.9,0,13.5,5.7,15.1,0,0.0,26.9,35.9
2025-04-05 09:30:00+00:00,2025-04-05T10:00Z,2.9,0,9.2,6.3,15.1,0,0.0,30.4,36.1
2025-04-05 10:00:00+00:00,2025-04-05T10:30Z,2.8,0,8.9,5.8,14.6,0,0.0,32.7,35.2
2025-04-05 10:30:00+00:00,2025-04-05T11:00Z,2.7,0,10.0,5.7,14.1,0,0.0,33.9,33.6
2025-04-05 11:00:00+00:00,2025-04-05T11:30Z,2.7,0,9.9,6.1,13.9,0,0.0,35.3,32.0
2025-04-05 11:30:00+00:00,2025-04-05T12:00Z,2.6,0,8.9,6.5,13.9,0,0.0,36.4,31.6
2025-04-05 12:00:00+00:00,2025-04-05T12:30Z,2.7,0,8.8,6.5,14.0,0,0.0,37.0,31.1
2025-04-05 12:30:00+00:00,2025-04-05T13:00Z,2.6,0,4.3,7.2,14.8,0,0.0,39.1,31.9
2025-04-05 13:00:00+00:00,2025-04-05T13:30Z,2.5,0,4.1,6.9,14.9,0,0.0,38.3,33.2
2025-04-05 13:30:00+00:00,2025-04-05T14:00Z,2.9,0,1.2,7.6,15.0,0,0.0,36.2,37.0
2025-04-05 14:00:00+00:00,2025-04-05T14:30Z,3.0,0,1.3,8.2,15.4,0,0.0,34.4,37.6
2025-04-05 14:30:00+00:00,2025-04-05T15:00Z,2.7,0,6.9,7.5,15.4,0,0.0,31.2,36.4
2025-04-05 15:00:00+00:00,2025-04-05T15:30Z,3.1,0,7.8,8.5,15.7,0,0.0,27.7,37.2
2025-04-05 15:30:00+00:00,2025-04-05T16:00Z,3.4,0,15.1,9.9,15.1,0,0.0,22.5,34.1
