from,to,biomass,coal,imports,gas,nuclear,other,hydro,solar,wind
2025-06-17 01:00:00+00:00,2025-06-17T01:30Z,12.1,0,10.9,15.6,18.7,0,0.0,0.0,42.7
2025-06-17 01:30:00+00:00,2025-06-17T02:00Z,12.2,0,10.9,17.0,18.7,0,0.0,0.0,41.1
2025-06-17 02:00:00+00:00,2025-06-17T02:30Z,12.4,0,11.0,17.5,18.9,0,0.0,0.1,40.1
2025-06-17 02:30:00+00:00,2025-06-17T03:00Z,12.8,0,10.6,18.5,19.5,0,0.0,0.0,38.6
2025-06-17 03:00:00+00:00,2025-06-17T03:30Z,12.9,0,10.7,18.6,19.8,0,0.0,0.3,37.7
2025-06-17 03:30:00+00:00,2025-06-17T04:00Z,12.9,0,10.7,18.7,19.7,0,0.0,0.3,37.7
2025-06-17 04:00:00+00:00,2025-06-17T04:30Z,12.6,0,10.5,19.9,19.3,0,0.0,0.3,37.3
2025-06-17 04:30:00+00:00,2025-06-17T05:00Z,12.3,0,11.0,18.3,18.9,0,0.0,1.7,37.8
2025-06-17 05:00:00+00:00,2025-06-17T05:30Z,12.0,0,10.7,17.0,18.4,0,0.1,3.5,38.4
2025-06-17 05:30:00+00:00,2025-06-17T06:00Z,11.8,0,12.5,14.8,18.0,0,0.0,5.7,37.1
2025-06-17 06:00:00+00:00,2025-06-17T06:30Z,11.2,0,13.1,14.2,17.3,0,0.0,8.3,35.9
2025-06-17 06:30:00+00:00,2025-06-17T07:00Z,10.3,0,16.1,12.4,16.5,0,0.0,10.8,34.0
2025-06-17 07:00:00+00:00,2025-06-17T07:30Z,9.9,0,16.0,11.1,16.3,0,0.0,13.6,33.0
2025-06-17 07:30:00+00:00,2025-06-17T08:00Z,9.3,0,16.1,10.4,16.1,0,0.0,17.0,31.1
2025-06-17 08:00:00+00:00,2025-06-17T08:30Z,8.8,0,15.9,8.7,15.9,0,0.0,21.0,29.6
2025-06-17 08:30:00+00:00,2025-06-17T09:00Z,7.8,0,16.0,7.7,15.9,0,0.0,24.1,28.5
2025-06-17 09:00:00+00:00,2025-06-17T09:30Z,7.0,0,15.9,6.6,15.8,0,0.0,26.7,28.1
2025-06-17 09:30:00+00:00,2025-06-17T10:00Z,6.8,0,15.5,5.7,15.4,0,0.0,28.7,27.9
2025-06-17 10:00:00+00:00,2025-06-17T10:30Z,6.5,0,15.0,5.3,14.9,0,0.0,30.7,27.5
2025-06-17 10:30:00+00:00,2025-06-17T11:00Z,6.3,0,14.8,5.1,14.7,0,0.0,32.0,27.0
2025-06-17 11:00:00+00:00,2025-06-17T11:30Z,5.9,0,14.7,5.0,14.5,0,0.0,33.0,26.9
2025-06-17 11:30:00+00:00,2025-06-17T12:00Z,5.5,0,14.6,5.0,14.5,0,0.0,33.5,26.8
2025-06-17 12:00:00+00:00,2025-06-17T12:30Z,5.4,0,14.6,5.0,14.5,0,0.0,33.7,26.7
2025-06-17 12:30:00+00:00,2025-06-17T13:00Z,5.7,0,14.9,5.1,14.8,0,0.0,33.8,25.6
2025-06-17 13:00:00+00:00,2025-06-17T13:30Z,6.2,0,15.2,5.3,15.1,0,0.0,33.2,24.9
2025-06-17 13:30:00+00:00,2025-06-17T14:00Z,6.6,0,15.2,5.4,15.2,0,0.0,31.6,25.9
2025-06-17 14:00:00+00:00,2025-06-17T14:30Z,7.1,0,15.3,6.3,15.3,0,0.0,29.5,26.5
2025-06-17 14:30:00+00:00,2025-06-17T15:00Z,8.7,0,14.9,8.1,15.1,0,0.0,27.4,25.7
2025-06-17 15:00:00+00:00,2025-06-17T15:30Z,9.6,0,14.0,12.3,14.9,0,0.0,24.1,25.0
2025-06-17 15:30:00+00:00,2025-06-17T16:00Z,9.7,0,8.7,20.8,14.9,0,0.0,21.1,24.8
2025-06-17 16:00:00+00:00,2025-06-17T16:30Z,9.3,0,8.3,26.9,14.2,0,0.0,17.2,24.1
2025-06-17 16:30:00+00:00,2025-06-17T17:00Z,8.9,0,7.9,32.4,13.7,0,0.0,13.8,23.2
2025-06-17 17:00:00+00:00,2025-06-17T17:30Z,9.1,0,8.1,36.0,13.9,0,0.0,11.1,21.8
2025-06-17 17:30:00+00:00,2025-06-17T18:00Z,9.6,0,6.7,39.3,14.7,0,0.0,8.6,21.1
2025-06-17 18:00:00+00:00,2025-06-17T18:30Z,9.8,0,6.8,40.6,15.0,0,0.0,6.1,21.7
2025-06-17 18:30:00+00:00,2025-06-17T19:00Z,9.9,0,6.7,41.6,15.3,0,0.0,3.7,22.7
2025-06-17 19:00:00+00:00,2025-06-17T19:30Z,10.1,0,6.9,42.3,15.5,0,0.0,2.0,23.3
2025-06-17 19:30:00+00:00,2025-06-17T20:00Z,9.9,0,8.9,42.0,15.6,0,0.0,0.9,22.6
2025-06-17 20:00:00+00:00,2025-06-17T20:30Z,10.1,0,9.2,41.9,15.9,0,0.0,0.1,22.8
2025-06-17 20:30:00+00:00,2025-06-17T21:00Z,10.5,0,8.9,41.8,16.2,0,0.0,0.1,22.4
2025-06-17 21:00:00+00:00,2025-06-17T21:30Z,10.9,0,9.3,41.3,16.8,0,0.0,0.2,21.5
2025-06-17 21:30:00+00:00,2025-06-17T22:00Z,11.6,0,10.3,38.3,17.7,0,0.0,0.0,22.1
2025-06-17 22:00:00+00:00,2025-06-17T22:30Z,12.3,0,10.9,35.2,18.7,0,0.0,0.2,22.6
2025-06-17 22:30:00+00:00,2025-06-17T23:00Z,12.5,0,11.2,33.1,19.2,0,0.0,0.0,23.9
2025-06-17 23:00:00+00:00,2025-06-17T23:30Z,12.6,0,11.2,30.9,19.3,0,0.0,0.0,25.8
2025-06-17 23:30:00+00:00,2025-06-18T00:00Z,13.1,0,11.6,28.3,20.0,0,0.0,0.0,26.9
2025-06-17 23:30:00+00:00,2025-06-18T00:00Z,13.1,0,11.6,28.3,20.0,0,0.0,0.0,26.9
2025-06-18 00:00:00+00:00,2025-06-18T00:30Z,13.2,0,11.7,28.3,20.2,0,0.0,0.0,26.5
2025-06-18 00:30:00+00:00,2025-06-18T01:00Z,13.1,0,11.6,29.6,20.0,0,0.0,0.0,25.6
2025-06-18 01:00:00+00:00,2025-06-18T01:30Z,13.0,0,11.6,29.1,20.0,0,0.0,0.3,26.0
2025-06-18 01:30:00+00:00,2025-06-18T02:00Z,13.3,0,11.8,29.1,20.3,0,0.0,0.0,25.4
2025-06-18 02:00:00+00:00,2025-06-18T02:30Z,13.4,0,11.9,29.0,20.4,0,0.0,0.1,25.2
2025-06-18 02:30:00+00:00,2025-06-18T03:00Z,13.4,0,12.0,29.5,20.5,0,0.0,0.0,24.6
2025-06-18 03:00:00+00:00,2025-06-18T03:30Z,13.3,0,12.0,30.7,20.6,0,0.0,0.3,23.1
2025-06-18 03:30:00+00:00,2025-06-18T04:00Z,13.4,0,12.0,31.0,20.6,0,0.0,0.3,22.7
2025-06-18 04:00:00+00:00,2025-06-18T04:30Z,13.6,0,12.0,30.8,20.6,0,0.1,0.4,22.6
2025-06-18 04:30:00+00:00,2025-06-18T05:00Z,13.7,0,13.1,28.3,20.8,0,0.1,1.7,22.3
2025-06-18 05:00:00+00:00,2025-06-18T05:30Z,13.2,0,12.9,30.4,20.0,0,0.0,3.7,19.8
2025-06-18 05:30:00+00:00,2025-06-18T06:00Z,12.1,0,16.7,29.2,18.5,0,0.0,5.8,17.7
2025-06-18 06:00:00+00:00,2025-06-18T06:30Z,11.6,0,16.4,29.1,17.7,0,0.0,8.3,16.7
2025-06-18 06:30:00+00:00,2025-06-18T07:00Z,11.2,0,17.2,27.5,17.2,0,0.0,11.2,15.6
2025-06-18 07:00:00+00:00,2025-06-18T07:30Z,10.7,0,16.6,26.4,16.6,0,0.0,14.2,15.5
2025-06-18 07:30:00+00:00,2025-06-18T08:00Z,10.5,0,16.2,24.2,16.2,0,0.0,17.4,15.5
2025-06-18 08:00:00+00:00,2025-06-18T08:30Z,10.5,0,16.0,21.8,16.0,0,0.0,21.0,14.8
2025-06-18 08:30:00+00:00,2025-06-18T09:00Z,10.1,0,15.7,19.1,15.6,0,0.0,24.5,14.8
2025-06-18 09:00:00+00:00,2025-06-18T09:30Z,9.9,0,15.5,16.3,15.4,0,0.0,27.5,15.4
2025-06-18 09:30:00+00:00,2025-06-18T10:00Z,9.8,0,15.2,14.6,15.1,0,0.0,30.2,14.9
2025-06-18 10:00:00+00:00,2025-06-18T10:30Z,9.6,0,14.9,13.2,14.8,0,0.0,32.7,14.8
2025-06-18 10:30:00+00:00,2025-06-18T11:00Z,9.6,0,14.8,12.2,14.7,0,0.0,34.6,14.1
2025-06-18 11:00:00+00:00,2025-06-18T11:30Z,8.4,0,14.7,12.9,14.6,0,0.0,35.8,13.6
2025-06-18 11:30:00+00:00,2025-06-18T12:00Z,7.5,0,14.5,13.2,14.4,0,0.0,36.2,14.1
2025-06-18 12:00:00+00:00,2025-06-18T12:30Z,7.7,0,14.6,12.5,14.5,0,0.0,36.3,14.4
2025-06-18 12:30:00+00:00,2025-06-18T13:00Z,8.0,0,14.6,12.4,14.5,0,0.0,35.9,14.5
2025-06-18 13:00:00+00:00,2025-06-18T13:30Z,8.1,0,14.8,12.6,14.7,0,0.0,35.6,14.2
2025-06-18 13:30:00+00:00,2025-06-18T14:00Z,8.9,0,14.9,13.3,14.9,0,0.0,33.9,14.0
2025-06-18 14:00:00+00:00,2025-06-18T14:30Z,9.6,0,15.0,14.2,15.0,0,0.0,32.2,14.0
2025-06-18 14:30:00+00:00,2025-06-18T15:00Z,9.7,0,15.2,16.0,15.2,0,0.0,29.9,13.8
2025-06-18 15:00:00+00:00,2025-06-18T15:30Z,9.6,0,15.0,20.8,15.0,0,0.0,26.8,12.9
2025-06-18 15:30:00+00:00,2025-06-18T16:00Z,9.5,0,13.6,26.9,15.0,0,0.0,23.3,11.6
2025-06-18 16:00:00+00:00,2025-06-18T16:30Z,9.6,0,13.2,32.0,14.9,0,0.0,19.8,10.5
2025-06-18 16:30:00+00:00,2025-06-18T17:00Z,10.2,0,9.2,37.1,15.5,0,0.0,16.6,11.3
2025-06-18 17:00:00+00:00,2025-06-18T17:30Z,10.3,0,9.3,40.0,15.7,0,0.0,13.2,11.3
2025-06-18 17:30:00+00:00,2025-06-18T18:00Z,10.6,0,9.1,43.4,16.1,0,0.0,10.1,10.7
2025-06-18 18:00:00+00:00,2025-06-18T18:30Z,10.9,0,9.4,45.6,16.5,0,0.1,7.2,10.4
2025-06-18 18:30:00+00:00,2025-06-18T19:00Z,10.9,0,9.6,47.8,16.6,0,0.0,4.6,10.4
2025-06-18 19:00:00+00:00,2025-06-18T19:30Z,11.2,0,9.9,49.7,17.1,0,0.0,2.5,9.4
2025-06-18 19:30:00+00:00,2025-06-18T20:00Z,11.6,0,10.1,50.9,17.7,0,0.0,1.0,8.7
2025-06-18 20:00:00+00:00,2025-06-18T20:30Z,11.9,0,10.3,52.2,18.1,0,0.0,0.1,7.3
2025-06-18 20:30:00+00:00,2025-06-18T21:00Z,12.1,0,10.6,52.4,18.4,0,0.0,0.1,6.3
2025-06-18 21:00:00+00:00,2025-06-18T21:30Z,12.2,0,10.8,52.8,18.6,0,0.0,0.1,5.5
2025-06-18 21:30:00+00:00,2025-06-18T22:00Z,12.7,0,11.2,51.6,19.4,0,0.0,0.0,5.1
2025-06-18 22:00:00+00:00,2025-06-18T22:30Z,13.0,0,11.5,50.5,19.8,0,0.0,0.1,5.1
2025-06-18 22:30:00+00:00,2025-06-18T23:00Z,13.4,0,11.8,49.4,20.4,0,0.0,0.0,5.0
2025-06-18 23:00:00+00:00,2025-06-18T23:30Z,13.7,0,12.1,48.5,20.8,0,0.1,0.1,4.7
2025-06-18 23:30:00+00:00,2025-06-19T00:00Z,14.1,0,12.5,47.4,21.5,0,0.1,0.0,4.4
2025-06-19 00:00:00+00:00,2025-06-19T00:30Z,14.3,0,12.8,46.2,22.0,0,0.1,0.0,4.6
2025-06-19 00:30:00+00:00,2025-06-19T01:00Z,14.4,0,13.4,45.4,22.0,0,0.1,0.0,4.8
2025-06-19 01:00:00+00:00,2025-06-19T01:30Z,14.8,0,13.8,43.6,22.8,0,0.1,0.0,4.9
2025-06-19 01:30:00+00:00,2025-06-19T02:00Z,14.9,0,13.2,44.2,22.8,0,0.1,0.0,4.7
2025-06-19 02:00:00+00:00,2025-06-19T02:30Z,14.8,0,13.1,44.6,22.6,0,0.1,0.0,4.8
2025-06-19 02:30:00+00:00,2025-06-19T03:00Z,14.9,0,13.2,44.1,22.8,0,0.1,0.0,5.0
2025-06-19 03:00:00+00:00,2025-06-19T03:30Z,14.9,0,13.2,43.9,22.8,0,0.1,0.0,5.0
2025-06-19 03:30:00+00:00,2025-06-19T04:00Z,14.9,0,13.2,43.8,22.8,0,0.1,0.0,5.3
2025-06-19 04:00:00+00:00,2025-06-19T04:30Z,14.9,0,13.2,43.0,22.9,0,0.1,0.6,5.3
2025-06-19 04:30:00+00:00,2025-06-19T05:00Z,14.1,0,15.9,40.8,21.5,0,0.1,2.3,5.4
2025-06-19 05:00:00+00:00,2025-06-19T05:30Z,13.5,0,15.9,39.6,20.7,0,0.0,4.4,5.8
2025-06-19 05:30:00+00:00,2025-06-19T06:00Z,12.6,0,18.1,37.5,19.3,0,0.0,6.8,5.7
2025-06-19 06:00:00+00:00,2025-06-19T06:30Z,12.0,0,17.7,36.5,18.5,0,0.0,9.7,5.5
2025-06-19 06:30:00+00:00,2025-06-19T07:00Z,11.4,0,17.6,35.5,17.6,0,0.0,12.8,5.1
2025-06-19 07:00:00+00:00,2025-06-19T07:30Z,11.1,0,17.1,33.2,17.1,0,0.0,16.2,5.1
2025-06-19 07:30:00+00:00,2025-06-19T08:00Z,10.7,0,16.6,31.0,16.6,0,0.0,19.9,5.1
2025-06-19 08:00:00+00:00,2025-06-19T08:30Z,10.4,0,15.9,28.8,16.0,0,0.0,23.8,5.2
2025-06-19 08:30:00+00:00,2025-06-19T09:00Z,10.2,0,15.7,26.1,15.6,0,0.0,27.1,5.2
2025-06-19 09:00:00+00:00,2025-06-19T09:30Z,10.3,0,15.9,21.3,15.9,0,0.0,31.3,5.2
2025-06-19 09:30:00+00:00,2025-06-19T10:00Z,10.3,0,15.9,17.9,15.9,0,0.0,34.6,5.3
2025-06-19 10:00:00+00:00,2025-06-19T10:30Z,10.2,0,15.8,16.1,15.7,0,0.0,36.7,5.5
2025-06-19 10:30:00+00:00,2025-06-19T11:00Z,10.0,0,15.4,15.9,15.3,0,0.0,37.8,5.5
2025-06-19 11:00:00+00:00,2025-06-19T11:30Z,9.8,0,15.3,15.3,15.2,0,0.0,38.5,6.0
2025-06-19 11:30:00+00:00,2025-06-19T12:00Z,9.6,0,15.1,15.0,15.0,0,0.0,38.7,6.6
2025-06-19 12:00:00+00:00,2025-06-19T12:30Z,9.7,0,14.2,14.9,15.0,0,0.0,38.8,7.4
2025-06-19 12:30:00+00:00,2025-06-19T13:00Z,9.7,0,13.9,15.1,15.0,0,0.0,37.9,8.4
2025-06-19 13:00:00+00:00,2025-06-19T13:30Z,9.6,0,14.0,14.8,15.0,0,0.0,36.9,9.7
2025-06-19 13:30:00+00:00,2025-06-19T14:00Z,9.6,0,13.9,14.5,15.0,0,0.0,35.3,11.6
2025-06-19 14:00:00+00:00,2025-06-19T14:30Z,9.6,0,13.9,15.5,15.1,0,0.0,33.1,12.8
2025-06-19 14:30:00+00:00,2025-06-19T15:00Z,9.5,0,13.9,17.4,15.0,0,0.0,30.4,13.7
2025-06-19 15:00:00+00:00,2025-06-19T15:30Z,9.6,0,13.8,20.2,14.9,0,0.0,26.9,14.6
2025-06-19 15:30:00+00:00,2025-06-19T16:00Z,9.5,0,12.2,25.7,14.6,0,0.0,22.9,15.1
2025-06-19 16:00:00+00:00,2025-06-19T16:30Z,9.2,0,11.8,30.2,14.3,0,0.0,19.1,15.3
2025-06-19 16:30:00+00:00,2025-06-19T17:00Z,9.5,0,8.8,34.0,14.9,0,0.0,16.2,16.6
2025-06-19 17:00:00+00:00,2025-06-19T17:30Z,9.6,0,8.8,35.4,15.1,0,0.0,12.8,18.2
2025-06-19 17:30:00+00:00,2025-06-19T18:00Z,9.8,0,7.8,37.9,15.4,0,0.0,9.7,19.4
2025-06-19 18:00:00+00:00,2025-06-19T18:30Z,9.7,0,7.8,38.9,15.6,0,0.0,7.0,20.9
2025-06-19 18:30:00+00:00,2025-06-19T19:00Z,9.9,0,8.0,39.5,15.8,0,0.0,4.5,22.3
2025-06-19 19:00:00+00:00,2025-06-19T19:30Z,10.1,0,8.2,39.8,16.0,0,0.0,2.5,23.3
2025-06-19 19:30:00+00:00,2025-06-19T20:00Z,10.0,0,7.9,40.6,16.1,0,0.0,0.9,24.3
2025-06-19 20:00:00+00:00,2025-06-19T20:30Z,10.1,0,7.9,40.5,16.1,0,0.0,0.1,25.1
2025-06-19 20:30:00+00:00,2025-06-19T21:00Z,10.2,0,8.1,39.4,16.1,0,0.0,0.1,25.9
2025-06-19 21:00:00+00:00,2025-06-19T21:30Z,10.7,0,8.4,36.3,16.7,0,0.0,0.2,27.7
2025-06-19 21:30:00+00:00,2025-06-19T22:00Z,11.8,0,9.3,29.6,18.3,0,0.0,0.0,30.9
2025-06-19 22:00:00+00:00,2025-06-19T22:30Z,12.0,0,9.5,27.6,18.7,0,0.0,0.2,32.0
2025-06-19 22:30:00+00:00,2025-06-19T23:00Z,12.1,0,9.6,25.4,18.9,0,0.0,0.0,33.9
2025-06-19 23:00:00+00:00,2025-06-19T23:30Z,12.5,0,9.9,22.3,19.5,0,0.1,0.0,35.7
2025-06-19 23:30:00+00:00,2025-06-20T00:00Z,12.3,0,10.0,21.6,19.7,0,0.0,0.0,36.3
2025-06-20 00:00:00+00:00,2025-06-20T00:30Z,12.2,0,9.9,22.2,19.6,0,0.1,0.0,36.1
2025-06-20 00:30:00+00:00,2025-06-20T01:00Z,12.8,0,10.0,22.2,19.9,0,0.1,0.0,35.1
2025-06-20 01:00:00+00:00,2025-06-20T01:30Z,13.0,0,10.2,21.3,20.2,0,0.1,0.0,35.2
2025-06-20 01:30:00+00:00,2025-06-20T02:00Z,13.1,0,10.3,22.2,20.3,0,0.1,0.0,34.0
2025-06-20 02:00:00+00:00,2025-06-20T02:30Z,12.9,0,10.4,23.3,20.5,0,0.1,0.0,32.9
2025-06-20 02:30:00+00:00,2025-06-20T03:00Z,12.9,0,10.5,22.9,20.7,0,0.0,0.0,33.0
2025-06-20 03:00:00+00:00,2025-06-20T03:30Z,13.7,0,10.6,22.5,20.9,0,0.0,0.0,32.2
2025-06-20 03:30:00+00:00,2025-06-20T04:00Z,13.9,0,10.7,24.3,21.1,0,0.0,0.0,29.9
2025-06-20 04:00:00+00:00,2025-06-20T04:30Z,13.8,0,10.7,25.2,21.1,0,0.1,0.6,28.6
2025-06-20 04:30:00+00:00,2025-06-20T05:00Z,13.4,0,12.0,25.1,20.5,0,0.0,2.4,26.6
2025-06-20 05:00:00+00:00,2025-06-20T05:30Z,12.9,0,12.1,24.9,20.0,0,0.0,4.4,25.6
2025-06-20 05:30:00+00:00,2025-06-20T06:00Z,12.0,0,17.1,22.6,18.6,0,0.0,6.3,23.3
2025-06-20 06:00:00+00:00,2025-06-20T06:30Z,12.0,0,15.6,23.8,18.3,0,0.0,8.5,21.9
2025-06-20 06:30:00+00:00,2025-06-20T07:00Z,11.5,0,16.3,23.6,17.6,0,0.0,11.0,20.0
2025-06-20 07:00:00+00:00,2025-06-20T07:30Z,11.3,0,16.1,23.1,17.3,0,0.1,13.7,18.5
2025-06-20 07:30:00+00:00,2025-06-20T08:00Z,11.1,0,15.7,23.1,16.9,0,0.1,16.9,16.3
2025-06-20 08:00:00+00:00,2025-06-20T08:30Z,10.7,0,15.1,22.1,16.3,0,0.1,20.1,15.6
2025-06-20 08:30:00+00:00,2025-06-20T09:00Z,10.3,0,14.8,21.1,15.8,0,0.0,22.1,15.9
2025-06-20 09:00:00+00:00,2025-06-20T09:30Z,10.1,0,14.9,17.9,15.8,0,0.0,24.9,16.3
2025-06-20 09:30:00+00:00,2025-06-20T10:00Z,10.4,0,15.0,14.8,15.9,0,0.0,27.1,16.8
2025-06-20 10:00:00+00:00,2025-06-20T10:30Z,9.3,0,15.0,14.0,16.0,0,0.0,29.0,16.7
2025-06-20 10:30:00+00:00,2025-06-20T11:00Z,9.3,0,14.4,14.0,15.4,0,0.0,30.4,16.5
2025-06-20 11:00:00+00:00,2025-06-20T11:30Z,8.9,0,14.1,13.4,15.1,0,0.0,31.2,17.3
2025-06-20 11:30:00+00:00,2025-06-20T12:00Z,8.8,0,13.9,13.2,14.9,0,0.0,31.4,17.7
2025-06-20 12:00:00+00:00,2025-06-20T12:30Z,9.3,0,13.9,13.0,14.9,0,0.0,31.0,17.8
2025-06-20 12:30:00+00:00,2025-06-20T13:00Z,9.1,0,14.0,12.6,15.0,0,0.0,31.0,18.3
2025-06-20 13:00:00+00:00,2025-06-20T13:30Z,8.7,0,14.0,12.3,15.0,0,0.0,30.6,19.4
2025-06-20 13:30:00+00:00,2025-06-20T14:00Z,8.5,0,14.0,13.1,15.0,0,0.0,29.6,19.7
2025-06-20 14:00:00+00:00,2025-06-20T14:30Z,8.7,0,13.9,14.1,14.9,0,0.0,28.6,19.8
2025-06-20 14:30:00+00:00,2025-06-20T15:00Z,8.4,0,13.9,15.6,15.2,0,0.0,26.8,20.0
2025-06-20 15:00:00+00:00,2025-06-20T15:30Z,8.5,0,13.9,17.8,15.2,0,0.0,24.3,20.3
2025-06-20 15:30:00+00:00,2025-06-20T16:00Z,9.3,0,10.5,23.0,15.2,0,0.0,21.4,20.6
2025-06-20 16:00:00+00:00,2025-06-20T16:30Z,9.3,0,10.0,27.3,14.9,0,0.0,17.9,20.4
2025-06-20 16:30:00+00:00,2025-06-20T17:00Z,9.7,0,7.4,33.1,14.4,0,0.0,14.3,21.1
2025-06-20 17:00:00+00:00,2025-06-20T17:30Z,9.8,0,7.4,35.4,14.5,0,0.0,11.4,21.5
2025-06-20 17:30:00+00:00,2025-06-20T18:00Z,9.9,0,7.4,36.9,14.7,0,0.0,9.1,21.9
2025-06-20 18:00:00+00:00,2025-06-20T18:30Z,10.0,0,7.5,38.2,14.8,0,0.0,6.6,22.9
2025-06-20 18:30:00+00:00,2025-06-20T19:00Z,10.0,0,7.7,39.4,15.1,0,0.0,4.4,23.4
2025-06-20 19:00:00+00:00,2025-06-20T19:30Z,10.2,0,7.8,39.8,15.4,0,0.0,2.5,24.2
2025-06-20 19:30:00+00:00,2025-06-20T20:00Z,10.5,0,7.9,40.0,15.6,0,0.0,1.0,24.9
2025-06-20 20:00:00+00:00,2025-06-20T20:30Z,10.6,0,8.0,39.3,15.8,0,0.0,0.1,26.2
2025-06-20 20:30:00+00:00,2025-06-20T21:00Z,10.6,0,8.0,38.0,15.8,0,0.0,0.1,27.5
2025-06-20 21:00:00+00:00,2025-06-20T21:30Z,10.9,0,8.3,35.4,16.3,0,0.0,0.2,29.0
2025-06-20 21:30:00+00:00,2025-06-20T22:00Z,11.7,0,8.9,31.1,17.5,0,0.0,0.0,30.9
2025-06-20 22:00:00+00:00,2025-06-20T22:30Z,12.3,0,9.3,27.5,18.3,0,0.0,0.2,32.5
2025-06-20 22:30:00+00:00,2025-06-20T23:00Z,12.7,0,9.6,24.7,19.0,0,0.0,0.0,33.9
2025-06-20 23:00:00+00:00,2025-06-20T23:30Z,13.2,0,10.0,22.2,19.9,0,0.1,0.0,34.6
2025-06-20 23:30:00+00:00,2025-06-21T00:00Z,13.0,0,11.2,20.5,20.9,0,0.1,0.0,34.3
2025-06-21 00:00:00+00:00,2025-06-21T00:30Z,14.1,0,11.4,18.7,21.2,0,0.1,0.0,34.6
2025-06-21 00:30:00+00:00,2025-06-21T01:00Z,14.1,0,11.2,17.9,21.3,0,0.1,0.0,35.6
2025-06-21 01:00:00+00:00,2025-06-21T01:30Z,14.1,0,11.3,16.7,21.6,0,0.1,0.0,36.2
2025-06-21 01:30:00+00:00,2025-06-21T02:00Z,13.1,0,13.3,13.8,22.8,0,0.1,0.0,36.9
2025-06-21 02:00:00+00:00,2025-06-21T02:30Z,12.0,0,13.8,13.5,23.8,0,0.1,0.0,36.8
2025-06-21 02:30:00+00:00,2025-06-21T03:00Z,11.2,0,13.4,14.5,24.7,0,0.1,0.0,36.2
2025-06-21 03:00:00+00:00,2025-06-21T03:30Z,11.0,0,13.8,14.3,25.3,0,0.1,0.0,35.7
2025-06-21 03:30:00+00:00,2025-06-21T04:00Z,10.1,0,15.8,13.7,25.1,0,0.1,0.0,35.3
2025-06-21 04:00:00+00:00,2025-06-21T04:30Z,9.9,0,15.8,13.2,25.1,0,0.1,0.6,35.4
2025-06-21 04:30:00+00:00,2025-06-21T05:00Z,9.6,0,16.2,13.5,24.3,0,0.1,2.3,34.0
2025-06-21 05:00:00+00:00,2025-06-21T05:30Z,9.8,0,15.8,13.3,23.7,0,0.1,4.7,32.6
2025-06-21 05:30:00+00:00,2025-06-21T06:00Z,11.3,0,15.5,13.1,22.3,0,0.1,7.2,30.5
2025-06-21 06:00:00+00:00,2025-06-21T06:30Z,11.5,0,15.2,11.8,21.6,0,0.1,10.0,30.0
2025-06-21 06:30:00+00:00,2025-06-21T07:00Z,11.2,0,14.2,11.0,20.8,0,0.1,12.9,29.8
2025-06-21 07:00:00+00:00,2025-06-21T07:30Z,10.7,0,13.6,10.3,20.0,0,0.0,15.5,29.8
2025-06-21 07:30:00+00:00,2025-06-21T08:00Z,9.9,0,15.2,9.4,18.7,0,0.0,17.9,28.7
2025-06-21 08:00:00+00:00,2025-06-21T08:30Z,8.5,0,14.7,9.5,18.0,0,0.0,21.1,28.2
2025-06-21 08:30:00+00:00,2025-06-21T09:00Z,7.1,0,15.2,9.7,18.0,0,0.0,23.1,26.8
2025-06-21 09:00:00+00:00,2025-06-21T09:30Z,6.0,0,15.1,10.8,17.9,0,0.0,24.8,25.3
2025-06-21 09:30:00+00:00,2025-06-21T10:00Z,4.6,0,15.3,13.6,17.3,0,0.0,24.3,24.9
2025-06-21 10:00:00+00:00,2025-06-21T10:30Z,4.6,0,15.2,14.5,17.1,0,0.0,24.1,24.4
2025-06-21 10:30:00+00:00,2025-06-21T11:00Z,4.6,0,15.9,13.1,17.2,0,0.0,24.2,25.1
2025-06-21 11:00:00+00:00,2025-06-21T11:30Z,4.6,0,15.9,13.2,17.3,0,0.0,22.6,26.2
2025-06-21 11:30:00+00:00,2025-06-21T12:00Z,4.7,0,14.7,14.5,17.5,0,0.0,21.4,27.2
2025-06-21 12:00:00+00:00,2025-06-21T12:30Z,4.5,0,14.1,14.8,17.1,0,0.0,21.2,28.3
2025-06-21 12:30:00+00:00,2025-06-21T13:00Z,4.4,0,12.6,15.9,16.8,0,0.0,20.7,29.5
2025-06-21 13:00:00+00:00,2025-06-21T13:30Z,4.4,0,12.3,16.1,16.7,0,0.0,19.3,31.1
2025-06-21 13:30:00+00:00,2025-06-21T14:00Z,4.4,0,11.9,16.0,16.8,0,0.0,18.8,32.0
2025-06-21 14:00:00+00:00,2025-06-21T14:30Z,4.4,0,12.0,15.7,16.7,0,0.0,18.8,32.3
2025-06-21 14:30:00+00:00,2025-06-21T15:00Z,5.3,0,13.2,14.6,16.4,0,0.0,19.6,30.8
2025-06-21 15:00:00+00:00,2025-06-21T15:30Z,6.3,0,13.2,15.1,16.4,0,0.0,20.3,28.6
2025-06-21 15:30:00+00:00,2025-06-21T16:00Z,7.2,0,10.6,17.5,16.4,0,0.0,20.0,28.3
2025-06-21 16:00:00+00:00,2025-06-21T16:30Z,7.6,0,10.2,20.6,16.3,0,0.0,17.4,27.9
2025-06-21 16:30:00+00:00,2025-06-21T17:00Z,7.7,0,8.1,25.4,16.1,0,0.0,14.3,28.2
